id,duration,views,likes,title,tags,publishedAt
GgmFC8y8q3k,PT3M54S,591236431,5916152,So High | Official Music Video | Sidhu Moose Wala ft. BYG BYRD | Humble Music,29,2017-08-10T04:30:30Z
